year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2019,1,OH,PSA Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",7377.00,842.00,205.54,35.89,245.09,1.94,353.54,149.00,3.00,49584.00,17306.00,2305.00,7704.00,57.00,22212.00
2019,1,OH,PSA Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",108.00,29.00,7.37,0.63,6.37,0.00,14.62,3.00,0.00,1238.00,449.00,17.00,193.00,0.00,579.00
2019,1,OH,PSA Airlines Inc.,CRW,"Charleston/Dunbar, WV: Yeager",197.00,49.00,16.75,3.27,5.38,0.00,23.60,7.00,3.00,2480.00,870.00,165.00,180.00,0.00,1265.00
2019,1,OH,PSA Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",391.00,46.00,13.68,0.82,12.71,0.27,18.51,3.00,0.00,2231.00,706.00,115.00,434.00,15.00,961.00
2019,1,OH,PSA Airlines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",133.00,19.00,6.16,0.00,9.43,0.00,3.41,0.00,0.00,554.00,161.00,0.00,266.00,0.00,127.00
2019,1,OH,PSA Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",571.00,117.00,27.00,11.67,26.92,0.00,51.41,29.00,1.00,7257.00,1632.00,633.00,1064.00,0.00,3928.00
2019,1,OH,PSA Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2673.00,514.00,103.44,21.79,140.87,1.44,246.46,189.00,7.00,36665.00,7888.00,1947.00,6316.00,134.00,20380.00
2019,1,OH,PSA Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",116.00,21.00,7.50,0.40,9.34,0.00,3.77,6.00,0.00,1005.00,316.00,52.00,326.00,0.00,311.00
2019,1,OH,PSA Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",107.00,10.00,3.04,0.19,3.38,0.00,3.38,6.00,0.00,948.00,272.00,16.00,186.00,0.00,474.00
2019,1,OH,PSA Airlines Inc.,EVV,"Evansville, IN: Evansville Regional",33.00,7.00,3.12,1.00,1.00,0.00,1.88,0.00,0.00,464.00,165.00,22.00,19.00,0.00,258.00
2019,1,OH,PSA Airlines Inc.,EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",126.00,18.00,6.00,0.00,3.72,0.00,8.28,2.00,0.00,758.00,311.00,0.00,75.00,0.00,372.00
2019,1,OH,PSA Airlines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",101.00,15.00,8.51,0.00,2.40,0.00,4.08,0.00,0.00,579.00,270.00,0.00,50.00,0.00,259.00
2019,1,OH,PSA Airlines Inc.,GNV,"Gainesville, FL: Gainesville Regional",111.00,11.00,4.17,0.00,2.20,0.00,4.63,1.00,0.00,375.00,151.00,0.00,46.00,0.00,178.00
2019,1,OH,PSA Airlines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",61.00,4.00,1.05,0.00,0.71,0.36,1.89,0.00,0.00,304.00,63.00,0.00,60.00,30.00,151.00
2019,1,OH,PSA Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",115.00,22.00,3.61,1.44,6.18,0.00,10.77,16.00,1.00,1638.00,293.00,112.00,314.00,0.00,919.00
2019,1,OH,PSA Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",272.00,52.00,21.31,1.08,5.88,0.00,23.72,7.00,0.00,2788.00,1141.00,56.00,219.00,0.00,1372.00
2019,1,OH,PSA Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",416.00,66.00,20.64,1.34,13.69,0.00,30.33,3.00,0.00,3546.00,1109.00,111.00,359.00,0.00,1967.00
2019,1,OH,PSA Airlines Inc.,HPN,"White Plains, NY: Westchester County",259.00,61.00,20.27,2.14,14.33,0.60,23.66,24.00,4.00,3486.00,1472.00,234.00,550.00,15.00,1215.00
2019,1,OH,PSA Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",133.00,17.00,6.53,0.00,1.59,0.00,8.88,0.00,0.00,886.00,302.00,0.00,45.00,0.00,539.00
2019,1,OH,PSA Airlines Inc.,HVN,"New Haven, CT: Tweed New Haven",69.00,12.00,5.27,0.00,2.10,0.00,4.63,5.00,1.00,1151.00,300.00,0.00,80.00,0.00,771.00
2019,1,OH,PSA Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",156.00,23.00,7.78,0.00,8.08,0.00,7.14,0.00,1.00,684.00,269.00,0.00,224.00,0.00,191.00
2019,1,OH,PSA Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",22.00,5.00,1.97,0.00,3.03,0.00,0.00,0.00,0.00,132.00,60.00,0.00,72.00,0.00,0.00
2019,1,OH,PSA Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",215.00,26.00,9.49,1.00,6.38,0.00,9.13,2.00,0.00,1075.00,380.00,31.00,122.00,0.00,542.00
2019,1,OH,PSA Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",153.00,24.00,9.77,1.35,6.48,0.00,6.39,4.00,1.00,1418.00,712.00,72.00,202.00,0.00,432.00
2019,1,OH,PSA Airlines Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",4.00,2.00,0.88,0.00,0.92,0.00,0.19,0.00,0.00,122.00,51.00,0.00,60.00,0.00,11.00
2019,1,OH,PSA Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",140.00,25.00,12.86,0.42,8.42,0.00,3.30,0.00,0.00,1458.00,744.00,110.00,286.00,0.00,318.00
2019,1,OH,PSA Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",75.00,10.00,4.70,0.00,1.35,0.00,3.95,1.00,1.00,358.00,148.00,0.00,74.00,0.00,136.00
2019,1,OH,PSA Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",72.00,8.00,1.18,0.25,2.70,0.00,3.87,3.00,0.00,737.00,118.00,27.00,179.00,0.00,413.00
2019,1,OH,PSA Airlines Inc.,LAN,"Lansing, MI: Capital Region International",26.00,4.00,1.73,0.21,0.98,0.00,1.09,3.00,0.00,457.00,282.00,13.00,103.00,0.00,59.00
2019,1,OH,PSA Airlines Inc.,LEX,"Lexington, KY: Blue Grass",103.00,13.00,3.05,0.49,2.41,0.00,7.04,3.00,0.00,621.00,223.00,15.00,76.00,0.00,307.00
2019,1,OH,PSA Airlines Inc.,LGA,"New York, NY: LaGuardia",149.00,59.00,5.89,1.75,33.75,0.53,17.08,6.00,2.00,4222.00,295.00,92.00,2415.00,10.00,1410.00
2019,1,OH,PSA Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",104.00,10.00,4.41,0.00,3.59,0.00,2.00,1.00,0.00,317.00,167.00,0.00,78.00,0.00,72.00
2019,1,OH,PSA Airlines Inc.,LYH,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",49.00,3.00,1.00,0.00,0.00,0.00,2.00,2.00,0.00,167.00,15.00,0.00,0.00,0.00,152.00
2019,1,OH,PSA Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",32.00,2.00,0.28,0.00,0.00,0.00,1.72,0.00,0.00,107.00,19.00,0.00,0.00,0.00,88.00
2019,1,OH,PSA Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",57.00,3.00,1.53,0.00,0.31,0.00,1.16,4.00,0.00,103.00,52.00,0.00,10.00,0.00,41.00
2019,1,OH,PSA Airlines Inc.,MEM,"Memphis, TN: Memphis International",124.00,11.00,2.79,0.00,4.27,0.00,3.94,1.00,0.00,350.00,132.00,0.00,93.00,0.00,125.00
2019,1,OH,PSA Airlines Inc.,MGM,"Montgomery, AL: Montgomery Regional",26.00,5.00,1.11,0.56,0.00,0.00,3.32,1.00,0.00,516.00,59.00,44.00,0.00,0.00,413.00
2019,1,OH,PSA Airlines Inc.,MHT,"Manchester, NH: Manchester-Boston Regional",113.00,14.00,4.24,0.73,7.57,0.00,1.46,8.00,0.00,642.00,200.00,90.00,176.00,0.00,176.00
2019,1,OH,PSA Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",146.00,16.00,4.90,0.77,2.77,0.00,7.57,5.00,0.00,790.00,208.00,59.00,132.00,0.00,391.00
2019,1,OH,PSA Airlines Inc.,MLB,"Melbourne, FL: Melbourne International",93.00,15.00,7.19,0.00,2.34,0.00,5.48,0.00,0.00,761.00,506.00,0.00,40.00,0.00,215.00
2019,1,OH,PSA Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",18.00,6.00,1.96,0.00,3.76,0.00,0.27,0.00,1.00,170.00,74.00,0.00,87.00,0.00,9.00
2019,1,OH,PSA Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",113.00,14.00,2.86,0.00,4.63,0.00,6.51,4.00,0.00,1029.00,169.00,0.00,151.00,0.00,709.00
2019,1,OH,PSA Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",7.00,2.00,0.00,0.00,0.35,0.00,1.65,1.00,0.00,167.00,0.00,0.00,11.00,0.00,156.00
2019,1,OH,PSA Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",236.00,20.00,10.14,0.60,2.06,0.00,7.20,1.00,0.00,893.00,350.00,63.00,103.00,0.00,377.00
2019,1,OH,PSA Airlines Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",174.00,26.00,8.68,0.84,8.08,0.00,8.40,1.00,1.00,796.00,203.00,28.00,216.00,0.00,349.00
2019,1,OH,PSA Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",36.00,3.00,0.93,0.00,1.09,0.00,0.99,0.00,1.00,189.00,24.00,0.00,29.00,0.00,136.00
2019,1,OH,PSA Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",62.00,12.00,5.38,0.00,4.71,0.00,1.91,1.00,0.00,434.00,182.00,0.00,164.00,0.00,88.00
2019,1,OH,PSA Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",140.00,16.00,6.98,0.34,5.67,0.00,3.00,22.00,0.00,721.00,234.00,11.00,339.00,0.00,137.00
2019,1,OH,PSA Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",435.00,71.00,22.49,2.33,22.14,0.00,24.05,2.00,0.00,3701.00,1398.00,79.00,812.00,0.00,1412.00
2019,1,OH,PSA Airlines Inc.,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",30.00,4.00,2.21,0.00,0.58,0.00,1.21,0.00,0.00,112.00,78.00,0.00,11.00,0.00,23.00
2019,1,OH,PSA Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",1226.00,196.00,52.85,9.97,50.62,0.64,81.91,33.00,0.00,14471.00,5023.00,900.00,2116.00,16.00,6416.00
2019,1,OH,PSA Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",62.00,14.00,4.27,0.00,6.99,0.00,2.74,6.00,1.00,664.00,326.00,0.00,191.00,0.00,147.00
2019,1,OH,PSA Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",169.00,27.00,13.24,2.02,4.87,1.00,5.87,1.00,1.00,1795.00,981.00,204.00,192.00,16.00,402.00
2019,1,OH,PSA Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",155.00,29.00,8.62,0.00,9.63,0.00,10.75,3.00,0.00,1558.00,556.00,0.00,320.00,0.00,682.00
2019,1,OH,PSA Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",192.00,46.00,13.54,4.58,13.78,0.00,14.11,6.00,1.00,2209.00,597.00,252.00,476.00,0.00,884.00
2019,1,OH,PSA Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",110.00,22.00,6.08,0.82,3.87,0.00,11.23,10.00,0.00,1641.00,354.00,14.00,112.00,0.00,1161.00
2019,1,OH,PSA Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",167.00,41.00,12.89,2.25,5.99,0.00,19.88,6.00,0.00,2892.00,864.00,92.00,165.00,0.00,1771.00
2019,1,OH,PSA Airlines Inc.,RIC,"Richmond, VA: Richmond International",97.00,7.00,2.63,0.00,2.43,0.00,1.94,1.00,0.00,160.00,63.00,0.00,52.00,0.00,45.00
2019,1,OH,PSA Airlines Inc.,ROC,"Rochester, NY: Greater Rochester International",111.00,20.00,8.48,1.34,3.78,0.00,6.41,11.00,1.00,1449.00,679.00,111.00,203.00,0.00,456.00
2019,1,OH,PSA Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",4.00,2.00,0.11,0.00,1.89,0.00,0.00,0.00,0.00,54.00,3.00,0.00,51.00,0.00,0.00
2019,1,OH,PSA Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",327.00,53.00,17.57,1.90,15.47,0.00,18.06,5.00,0.00,2438.00,868.00,233.00,512.00,0.00,825.00
2019,1,OH,PSA Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",186.00,23.00,10.94,1.94,3.23,0.00,6.89,3.00,0.00,1419.00,515.00,314.00,94.00,0.00,496.00
2019,1,OH,PSA Airlines Inc.,SHV,"Shreveport, LA: Shreveport Regional",62.00,11.00,6.41,1.00,2.32,0.00,1.27,0.00,0.00,319.00,183.00,16.00,99.00,0.00,21.00
2019,1,OH,PSA Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",5.00,4.00,1.53,0.00,0.60,0.00,1.86,0.00,0.00,202.00,78.00,0.00,25.00,0.00,99.00
2019,1,OH,PSA Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",247.00,44.00,13.98,1.98,14.41,0.00,13.62,15.00,2.00,2913.00,961.00,206.00,608.00,0.00,1138.00
2019,1,OH,PSA Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",120.00,24.00,6.22,3.79,9.20,0.00,4.79,10.00,1.00,1208.00,361.00,173.00,307.00,0.00,367.00
2019,1,OH,PSA Airlines Inc.,TLH,"Tallahassee, FL: Tallahassee International",67.00,7.00,3.64,0.00,2.51,0.00,0.85,0.00,0.00,283.00,168.00,0.00,74.00,0.00,41.00
2019,1,OH,PSA Airlines Inc.,TOL,"Toledo, OH: Toledo Express",62.00,10.00,3.00,2.87,1.36,0.00,2.77,5.00,0.00,519.00,147.00,171.00,46.00,0.00,155.00
2019,1,OH,PSA Airlines Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,1,OH,PSA Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",31.00,2.00,0.91,0.00,1.09,0.00,0.00,0.00,1.00,61.00,40.00,0.00,21.00,0.00,0.00
2019,1,OH,PSA Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",220.00,48.00,16.93,0.76,6.89,0.00,23.43,0.00,1.00,2791.00,746.00,90.00,288.00,0.00,1667.00
2019,1,OH,PSA Airlines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",111.00,18.00,5.76,0.50,6.99,0.56,4.19,1.00,0.00,473.00,181.00,10.00,152.00,25.00,105.00
2019,1,OH,PSA Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",111.00,16.00,6.17,1.00,6.00,0.00,2.83,0.00,1.00,387.00,151.00,23.00,115.00,0.00,98.00
2019,1,OO,SkyWest Airlines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",90.00,17.00,3.71,2.14,5.27,0.00,5.87,2.00,0.00,1150.00,280.00,109.00,191.00,0.00,570.00
2019,1,OO,SkyWest Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",153.00,26.00,9.38,0.53,6.18,0.00,9.91,4.00,0.00,1576.00,552.00,50.00,209.00,0.00,765.00
2019,1,OO,SkyWest Airlines Inc.,ABR,"Aberdeen, SD: Aberdeen Regional",62.00,9.00,2.98,1.56,1.46,0.00,3.00,2.00,0.00,1446.00,703.00,565.00,46.00,0.00,132.00
2019,1,OO,SkyWest Airlines Inc.,ABY,"Albany, GA: Southwest Georgia Regional",84.00,10.00,2.52,1.24,4.25,0.00,2.00,1.00,0.00,554.00,227.00,72.00,93.00,0.00,162.00
2019,1,OO,SkyWest Airlines Inc.,ACV,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",130.00,31.00,10.68,1.00,5.04,0.00,14.28,17.00,1.00,4187.00,2373.00,41.00,273.00,0.00,1500.00
2019,1,OO,SkyWest Airlines Inc.,ALB,"Albany, NY: Albany International",24.00,4.00,2.00,1.42,0.58,0.00,0.00,1.00,0.00,153.00,100.00,38.00,15.00,0.00,0.00
2019,1,OO,SkyWest Airlines Inc.,APN,"Alpena, MI: Alpena County Regional",54.00,7.00,1.99,1.18,0.53,0.00,3.30,4.00,4.00,615.00,403.00,83.00,16.00,0.00,113.00
2019,1,OO,SkyWest Airlines Inc.,ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",920.00,307.00,77.84,15.05,113.44,0.00,100.67,52.00,50.00,28290.00,9491.00,3487.00,6876.00,0.00,8436.00
2019,1,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2361.00,383.00,72.68,29.07,105.85,1.02,174.38,44.00,7.00,32613.00,10889.00,5878.00,4190.00,54.00,11602.00
2019,1,OO,SkyWest Airlines Inc.,ATW,"Appleton, WI: Appleton International",206.00,48.00,17.31,6.45,16.36,0.00,7.89,3.00,2.00,5436.00,3242.00,895.00,674.00,0.00,625.00
2019,1,OO,SkyWest Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",232.00,37.00,15.87,0.00,6.53,0.00,14.60,3.00,0.00,1929.00,662.00,0.00,235.00,0.00,1032.00
2019,1,OO,SkyWest Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",221.00,54.00,17.12,4.70,16.85,0.00,15.33,12.00,4.00,4859.00,1886.00,1030.00,733.00,0.00,1210.00
2019,1,OO,SkyWest Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",53.00,11.00,1.42,0.54,3.51,0.00,5.52,3.00,2.00,541.00,92.00,34.00,105.00,0.00,310.00
2019,1,OO,SkyWest Airlines Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",80.00,17.00,5.60,2.06,3.71,0.00,5.63,3.00,1.00,1373.00,532.00,179.00,186.00,0.00,476.00
2019,1,OO,SkyWest Airlines Inc.,BDL,"Hartford, CT: Bradley International",44.00,8.00,1.82,1.34,1.56,1.00,2.28,1.00,0.00,329.00,69.00,41.00,45.00,43.00,131.00
2019,1,OO,SkyWest Airlines Inc.,BFF,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",54.00,9.00,3.00,0.00,1.01,0.00,4.99,2.00,0.00,510.00,183.00,0.00,67.00,0.00,260.00
2019,1,OO,SkyWest Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",148.00,28.00,10.22,0.00,1.04,0.00,16.74,1.00,0.00,2905.00,1770.00,0.00,75.00,0.00,1060.00
2019,1,OO,SkyWest Airlines Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",61.00,10.00,2.00,1.00,2.75,0.00,4.25,6.00,2.00,1067.00,682.00,112.00,102.00,0.00,171.00
2019,1,OO,SkyWest Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",77.00,32.00,4.61,1.99,4.82,0.00,20.58,5.00,0.00,2828.00,314.00,291.00,329.00,0.00,1894.00
2019,1,OO,SkyWest Airlines Inc.,BIL,"Billings, MT: Billings Logan International",93.00,13.00,4.69,1.00,2.64,0.00,4.67,0.00,1.00,539.00,133.00,106.00,68.00,0.00,232.00
2019,1,OO,SkyWest Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",165.00,51.00,14.02,5.12,21.73,0.00,10.14,8.00,0.00,3888.00,1326.00,1156.00,792.00,0.00,614.00
2019,1,OO,SkyWest Airlines Inc.,BJI,"Bemidji, MN: Bemidji Regional",62.00,8.00,2.67,2.25,1.32,0.00,1.76,2.00,0.00,1805.00,274.00,1235.00,81.00,0.00,215.00
2019,1,OO,SkyWest Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",,,,,,,,,,,,,,,
2019,1,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",579.00,171.00,33.82,7.15,54.17,0.00,75.87,25.00,0.00,16065.00,5077.00,1637.00,2304.00,0.00,7047.00
2019,1,OO,SkyWest Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",881.00,125.00,33.49,7.64,21.66,0.00,62.21,15.00,1.00,9932.00,3629.00,756.00,842.00,0.00,4705.00
2019,1,OO,SkyWest Airlines Inc.,BOS,"Boston, MA: Logan International",234.00,46.00,3.80,5.95,17.62,0.00,18.64,18.00,0.00,5702.00,634.00,1568.00,1378.00,0.00,2122.00
2019,1,OO,SkyWest Airlines Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",84.00,9.00,1.88,1.93,1.19,0.00,4.00,0.00,0.00,1137.00,94.00,804.00,47.00,0.00,192.00
2019,1,OO,SkyWest Airlines Inc.,BRD,"Brainerd, MN: Brainerd Lakes Regional",54.00,11.00,4.00,5.02,0.01,0.00,1.97,3.00,0.00,2362.00,156.00,2133.00,7.00,0.00,66.00
2019,1,OO,SkyWest Airlines Inc.,BRO,"Brownsville, TX: Brownsville South Padre Island International",69.00,16.00,6.53,0.05,1.93,0.00,7.49,2.00,1.00,1592.00,1088.00,1.00,90.00,0.00,413.00
2019,1,OO,SkyWest Airlines Inc.,BTM,"Butte, MT: Bert Mooney",58.00,3.00,0.00,1.47,0.49,0.00,1.05,0.00,0.00,951.00,0.00,682.00,149.00,0.00,120.00
2019,1,OO,SkyWest Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",337.00,64.00,26.51,0.58,8.44,0.00,28.47,1.00,0.00,4617.00,2702.00,57.00,305.00,0.00,1553.00
2019,1,OO,SkyWest Airlines Inc.,BTV,"Burlington, VT: Burlington International",26.00,6.00,2.23,1.00,1.12,0.00,1.66,1.00,1.00,335.00,130.00,47.00,32.00,0.00,126.00
2019,1,OO,SkyWest Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",59.00,15.00,5.41,2.05,2.44,0.00,5.10,8.00,0.00,1198.00,377.00,222.00,128.00,0.00,471.00
2019,1,OO,SkyWest Airlines Inc.,BUR,"Burbank, CA: Bob Hope",390.00,56.00,17.42,0.97,16.74,0.00,20.87,14.00,1.00,3686.00,1264.00,134.00,680.00,0.00,1608.00
2019,1,OO,SkyWest Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",10.00,2.00,1.19,0.00,0.81,0.00,0.00,0.00,0.00,89.00,72.00,0.00,17.00,0.00,0.00
2019,1,OO,SkyWest Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",218.00,41.00,14.33,3.98,11.26,0.00,11.43,4.00,1.00,2788.00,1067.00,315.00,444.00,0.00,962.00
2019,1,OO,SkyWest Airlines Inc.,CDC,"Cedar City, UT: Cedar City Regional",54.00,9.00,1.84,1.00,4.17,0.00,1.98,0.00,0.00,453.00,124.00,23.00,157.00,0.00,149.00
2019,1,OO,SkyWest Airlines Inc.,CGI,"Cape Girardeau, MO: Cape Girardeau Regional",79.00,25.00,4.39,1.97,5.86,0.00,12.78,12.00,0.00,2056.00,565.00,194.00,229.00,0.00,1068.00
2019,1,OO,SkyWest Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",276.00,57.00,11.28,8.07,12.87,0.00,24.78,14.00,0.00,3627.00,523.00,975.00,518.00,0.00,1611.00
2019,1,OO,SkyWest Airlines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",62.00,18.00,5.81,0.77,4.44,0.00,6.97,11.00,0.00,2079.00,1486.00,31.00,203.00,0.00,359.00
2019,1,OO,SkyWest Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",37.00,10.00,4.68,1.77,2.03,0.00,1.51,4.00,0.00,868.00,529.00,37.00,105.00,0.00,197.00
2019,1,OO,SkyWest Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",168.00,38.00,10.19,7.98,10.64,0.00,9.19,6.00,1.00,3182.00,991.00,825.00,593.00,0.00,773.00
2019,1,OO,SkyWest Airlines Inc.,CIU,"Sault Ste. Marie, MI: Chippewa County International",58.00,11.00,3.00,1.99,3.14,0.00,2.87,1.00,3.00,1464.00,327.00,796.00,100.00,0.00,241.00
2019,1,OO,SkyWest Airlines Inc.,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",58.00,14.00,4.49,1.00,3.24,0.00,5.26,7.00,0.00,1428.00,694.00,33.00,156.00,0.00,545.00
2019,1,OO,SkyWest Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",104.00,18.00,6.59,1.73,3.67,0.00,6.01,3.00,0.00,1237.00,284.00,189.00,195.00,0.00,569.00
2019,1,OO,SkyWest Airlines Inc.,CLL,"College Station/Bryan, TX: Easterwood Field",52.00,2.00,1.00,0.00,0.00,0.00,1.00,5.00,2.00,99.00,21.00,0.00,0.00,0.00,78.00
2019,1,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",436.00,96.00,40.62,2.16,22.24,0.00,30.99,11.00,0.00,8544.00,4917.00,84.00,805.00,0.00,2738.00
2019,1,OO,SkyWest Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",50.00,11.00,5.57,1.00,2.79,0.06,1.58,4.00,1.00,862.00,595.00,28.00,106.00,1.00,132.00
2019,1,OO,SkyWest Airlines Inc.,CMX,"Hancock/Houghton, MI: Houghton County Memorial",62.00,14.00,1.79,2.70,4.29,0.00,5.22,14.00,0.00,977.00,89.00,300.00,236.00,0.00,352.00
2019,1,OO,SkyWest Airlines Inc.,CNY,"Moab, UT: Canyonlands Field",52.00,10.00,2.20,1.86,3.17,0.00,2.77,5.00,3.00,564.00,99.00,166.00,129.00,0.00,170.00
2019,1,OO,SkyWest Airlines Inc.,COD,"Cody, WY: Yellowstone Regional",60.00,13.00,3.74,0.00,4.57,0.00,4.69,0.00,1.00,772.00,267.00,0.00,178.00,0.00,327.00
2019,1,OO,SkyWest Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",440.00,104.00,27.39,5.13,24.91,0.00,46.56,10.00,1.00,9173.00,4344.00,367.00,1052.00,0.00,3410.00
2019,1,OO,SkyWest Airlines Inc.,COU,"Columbia, MO: Columbia Regional",25.00,2.00,0.40,0.00,0.60,0.00,1.00,1.00,0.00,87.00,12.00,0.00,18.00,0.00,57.00
2019,1,OO,SkyWest Airlines Inc.,CPR,"Casper, WY: Casper/Natrona County International",68.00,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,85.00,33.00,0.00,52.00,0.00,0.00
2019,1,OO,SkyWest Airlines Inc.,CRP,"Corpus Christi, TX: Corpus Christi International",9.00,4.00,1.03,0.00,0.11,0.00,2.86,0.00,0.00,340.00,69.00,0.00,11.00,0.00,260.00
2019,1,OO,SkyWest Airlines Inc.,CRW,"Charleston/Dunbar, WV: Yeager",82.00,10.00,2.43,0.03,3.59,0.00,3.95,1.00,1.00,420.00,65.00,1.00,100.00,0.00,254.00
